"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 03, 2020","89.37","92.63","93.92","88.77","5.70M","-4.20%"
"Mar 02, 2020","93.29","90.28","93.36","88.98","5.16M","3.47%"
"Feb 28, 2020","90.16","89.44","90.50","87.48","6.96M","-1.18%"
"Feb 27, 2020","91.24","92.83","93.32","91.16","5.86M","-2.57%"
"Feb 26, 2020","93.65","94.68","95.66","93.44","4.37M","-0.98%"
"Feb 25, 2020","94.58","96.56","97.00","94.45","5.12M","-1.86%"
"Feb 24, 2020","96.37","96.12","97.31","95.88","4.70M","-2.23%"
"Feb 21, 2020","98.57","98.97","99.49","96.62","12.10M","-0.93%"
"Feb 20, 2020","99.50","100.10","100.42","98.23","6.35M","-0.99%"
"Feb 19, 2020","100.49","101.16","101.35","99.64","6.09M","0.61%"
"Feb 18, 2020","99.88","96.85","100.02","96.28","7.46M","3.52%"
"Feb 14, 2020","96.48","95.26","96.61","95.02","3.05M","1.41%"
"Feb 13, 2020","95.14","95.12","96.15","94.80","5.49M","-0.55%"
"Feb 12, 2020","95.67","94.00","96.27","93.92","8.92M","1.25%"
"Feb 11, 2020","94.49","93.70","95.23","92.66","25.87M","11.78%"
"Feb 10, 2020","84.53","85.41","85.65","84.38","3.42M","-1.07%"
"Feb 07, 2020","85.44","83.37","85.79","82.26","6.74M","3.23%"
"Feb 06, 2020","82.77","82.13","83.08","82.00","2.98M","1.20%"
"Feb 05, 2020","81.79","81.96","82.71","81.75","2.76M","0.34%"
"Feb 04, 2020","81.51","80.15","81.89","79.23","4.60M","2.58%"
"Feb 03, 2020","79.46","80.36","80.76","79.33","2.88M","0.34%"
"Jan 31, 2020","79.19","80.59","80.79","79.16","2.86M","-2.16%"
"Jan 30, 2020","80.94","79.59","81.05","79.58","2.35M","0.85%"
"Jan 29, 2020","80.26","81.87","81.89","80.09","2.60M","-1.71%"
"Jan 28, 2020","81.66","81.08","82.30","80.93","2.40M","1.16%"
"Jan 27, 2020","80.72","80.89","81.55","80.38","1.93M","-1.05%"
"Jan 24, 2020","81.58","82.29","82.59","81.33","1.60M","-0.73%"
